Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	amyloid fibril formation (GO:1990000)	2.852206e-04	4.098755e-02	0	0	4.027798e+00	3.287589e+01	CST3;FKBP1A;APP;NCSTN;GGA3;GSN;UBB;FURIN;B2M;TSPAN33;ITM2B;SNCA
GO_Biological_Process_2021	actin filament depolymerization (GO:0030042)	2.928404e-04	4.098755e-02	0	0	1.084659e+01	8.824661e+01	VIL1;GSN;WDR1;CFL1;TWF2;DSTN
GO_Biological_Process_2021	phosphatidylethanolamine acyl-chain remodeling (GO:0036152)	2.928404e-04	4.098755e-02	0	0	1.084659e+01	8.824661e+01	PLA2G12A;LPCAT4;LPCAT3;PLA2G4C;MBOAT1;MBOAT2
GO_Biological_Process_2021	regulation of exocytosis (GO:0017157)	3.257263e-04	4.407077e-02	0	0	4.765846e+00	3.826713e+01	RAB10;STX4;RAB27B;CHMP6;SYTL4;RAB5A;RAB8A;CLASP1;CLASP2;SNCA
GO_Biological_Process_2021	positive regulation of supramolecular fiber organization (GO:1902905)	3.551792e-04	4.650556e-02	0	0	3.239834e+00	2.573364e+01	VASP;APP;GPX1;WDR1;PLEK;CLU;VIL1;PSRC1;CTTN;NCK2;SNX9;PFN1;CLASP1;CDK5RAP2;NCK1
GO_Biological_Process_2021	regulation of protein binding (GO:0043393)	4.329892e-04	5.081591e-02	0	0	2.544474e+00	1.970644e+01	APP;GSK3B;HDAC5;CDKN1A;SNAPIN;RALB;EPB41;AKTIP;CTNNBIP1;PRKCD;PARK7;PKD1;SPPL3;ACTB;HIPK2;FKBP1A;CLDN5;DAB2;LDLRAP1;B2M;MEN1
GO_Biological_Process_2021	negative regulation of protein modification process (GO:0031400)	4.354470e-04	5.081591e-02	0	0	3.164231e+00	2.448842e+01	GSK3B;G6PD;TGFB1;TINF2;PARK7;CDYL;CRKL;CORO1C;ZC3H12A;FXYD1;FKBP8;INPP5K;CACTIN;MEN1;SNTA1
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	4.381761e-04	5.081591e-02	0	0	2.696249e+00	2.084979e+01	LAG3;ARF1;SEC23A;AP1B1;CLTA;KIF22;DYNLL1;DYNLL2;DNM2;KLC2;KIF2A;CTSL;CAPZA2;AP2S1;KIFAP3;CTSD;RILP;AP2M1;SEC31A
GO_Biological_Process_2021	antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	4.381761e-04	5.081591e-02	0	0	2.696249e+00	2.084979e+01	LAG3;ARF1;SEC23A;AP1B1;CLTA;KIF22;DYNLL1;DYNLL2;DNM2;KLC2;KIF2A;CTSL;CAPZA2;AP2S1;KIFAP3;CTSD;RILP;AP2M1;SEC31A
GO_Biological_Process_2021	actin polymerization or depolymerization (GO:0008154)	4.771180e-04	5.379506e-02	0	0	3.749410e+00	2.867454e+01	VIL1;SVIL;DIAPH1;GSN;WDR1;PSTPIP2;CFL1;TWF2;DSTN;CORO7;ARHGAP6;MSRB1
GO_Biological_Process_2021	regulation of cell migration (GO:0030334)	5.035857e-04	5.524472e-02	0	0	1.882005e+00	1.429149e+01	ITGB1;KANK1;CLIC4;CD151;SERPINE2;SERPINE1;NEXN;THBS1;SYNE2;MYLK;CXCL16;CORO1C;CCAR1;ACTG1;WNT11;PDCD10;TMSB4X;CCL5;PDGFC;TMSB4Y;LMNA;FLNA;STX4;ACVR1;TGFB1;WNT5B;SPHK1;RCC2;TPM1;RHOC;SOD2;PTK2;RAP2C;VIL1;CLDN5;DAB2;RAP2B;KIF2A;VCL;FERMT3
GO_Biological_Process_2021	negative regulation of protein localization to membrane (GO:1905476)	6.039510e-04	6.451150e-02	0	0	5.566906e+00	4.126200e+01	DAB2;DMTN;TGFB1;TMBIM1;INPP5K;AP2M1;BCL2L1;PICALM
GO_Biological_Process_2021	regulation of sodium ion transmembrane transport (GO:1902305)	7.747665e-04	7.552902e-02	0	0	6.329252e+00	4.533611e+01	SLMAP;FXYD1;FXYD5;GPD1L;SCN1B;SNTA1;YWHAH
GO_Biological_Process_2021	cellular component assembly (GO:0022607)	8.134603e-04	7.552902e-02	0	0	1.982757e+00	1.410576e+01	RTN3;ARL6IP1;KMT2A;WIPF1;ILK;RSPH9;ACTB;NAPG;ACTG1;VCPIP1;ZFYVE27;PDCD10;CALD1;FLNA;SNX9;KIFAP3;CEP290;VASP;DMTN;GSN;TGFB1;NIFK;TINF2;WDR19;PARVB;CD2AP;VIL1;TTLL3;CAPZA2;QRICH2;LIMS1;PICALM
GO_Biological_Process_2021	intracellular protein transport (GO:0006886)	8.353460e-04	7.552902e-02	0	0	1.769763e+00	1.254349e+01	ARF3;ARF1;COPA;TBC1D9B;STXBP2;VPS26A;PKD1;NAPG;STX11;HDAC6;RPGR;GGA3;POM121C;SCFD2;XPO6;TMED3;TLK1;ARFIP1;VPS35;SNX9;STX4;TBC1D22A;RAB6B;TBC1D15;SEC31A;YWHAH;CTSA;RABGAP1L;TGFB1;STRADB;AP3D1;XPO7;STAM;RAB32;RAB31;CTTN;RAB14;TBC1D5;NUP50;TBC1D25;RAB38;SLU7;RAB5A;KPNB1
GO_Biological_Process_2021	regulation of transport (GO:0051049)	8.581507e-04	7.552902e-02	0	0	4.524596e+00	3.194696e+01	EPB41;ICA1L;ARL6IP5;LEPR;GAPVD1;ACTB;RAB11A;ACTG1;SNCA
GO_Biological_Process_2021	establishment of endothelial barrier (GO:0061028)	8.665568e-04	7.552902e-02	0	0	5.168850e+00	3.644547e+01	RAP1B;RAP2C;RAP1A;RAP2B;PDE2A;MSN;F11R;TJP2
GO_Biological_Process_2021	phosphatidylserine acyl-chain remodeling (GO:0036150)	8.848808e-04	7.552902e-02	0	0	1.129118e+01	7.937764e+01	PLA2G12A;LPCAT4;LPCAT3;MBOAT1;MBOAT2
GO_Biological_Process_2021	protein polymerization (GO:0051258)	9.030561e-04	7.552902e-02	0	0	3.689434e+00	2.586192e+01	VIL1;DIAPH1;GSN;GPX4;PSTPIP2;UBE2C;CENPJ;CORO7;ARHGAP6;UBE2K;MSRB1
GO_Biological_Process_2021	microvillus organization (GO:0032528)	9.117817e-04	7.552902e-02	0	0	7.746311e+00	5.422503e+01	RAP1B;RAP2C;RAP1A;RAP2B;FXYD5;TNIK
GO_Biological_Process_2021	negative regulation of cell-substrate junction organization (GO:0150118)	9.117817e-04	7.552902e-02	0	0	7.746311e+00	5.422503e+01	DMTN;RCC2;ARHGAP6;THBS1;CORO1C;CLASP2
GO_Biological_Process_2021	negative regulation of focal adhesion assembly (GO:0051895)	9.117817e-04	7.552902e-02	0	0	7.746311e+00	5.422503e+01	DMTN;RCC2;ARHGAP6;THBS1;CORO1C;CLASP2
GO_Biological_Process_2021	regulation of platelet aggregation (GO:0090330)	9.117817e-04	7.552902e-02	0	0	7.746311e+00	5.422503e+01	DMTN;SERPINE2;PRKCD;CD9;ALOX12;F11R
GO_Biological_Process_2021	choline transport (GO:0015871)	9.971354e-04	8.094746e-02	0	0	inf	inf	SEC14L1;SLC44A1;SLC44A2
GO_Biological_Process_2021	cell-cell junction assembly (GO:0007043)	1.038370e-03	8.105279e-02	0	0	3.935725e+00	2.703884e+01	CLDN5;WDR1;CD9;PKP4;RHOC;TLN1;ACTB;VCL;ACTG1;JAM3
GO_Biological_Process_2021	positive regulation of endocytosis (GO:0045807)	1.038370e-03	8.105279e-02	0	0	3.935725e+00	2.703884e+01	DAB2;CD151;RAB31;SMPD1;SERPINE1;ANO6;LDLRAP1;CLU;B2M;SNCA
GO_Biological_Process_2021	cell junction assembly (GO:0034329)	1.145778e-03	8.551847e-02	0	0	3.557379e+00	2.408940e+01	VASP;DNM3;CLDN5;DBNL;ILK;FLNA;PKP4;TLN1;ACTB;ACTG1;LIMS1
GO_Biological_Process_2021	positive regulation of GTPase activity (GO:0043547)	1.230759e-03	8.551847e-02	0	0	2.092180e+00	1.401787e+01	ITGB1;GSK3B;TBC1D9B;F11R;RASGRP2;RASGRP1;CORO1C;RAP1A;WNT11;CCL5;SNX9;RSU1;TBC1D22A;TBC1D15;RABGAP1L;SNX18;TBC1D20;TBC1D5;RGS10;TBC1D25;TAX1BP3;PKP4;GNB5;MAPRE2;LIMS1;PICALM
GO_Biological_Process_2021	anterograde axonal protein transport (GO:0099641)	1.264131e-03	8.551847e-02	0	0	1.805560e+01	1.204917e+02	KIF5C;MAP1A;HSPB1;RAB27B
GO_Biological_Process_2021	axo-dendritic protein transport (GO:0099640)	1.264131e-03	8.551847e-02	0	0	1.805560e+01	1.204917e+02	KIF5C;MAP1A;HSPB1;RAB27B
GO_Biological_Process_2021	negative regulation of platelet aggregation (GO:0090331)	1.264131e-03	8.551847e-02	0	0	1.805560e+01	1.204917e+02	SERPINE2;PRKCD;CD9;ALOX12
GO_Biological_Process_2021	protein localization to presynapse (GO:1905383)	1.264131e-03	8.551847e-02	0	0	1.805560e+01	1.204917e+02	KIF5C;MAP1A;HSPB1;RAB27B
GO_Biological_Process_2021	regulation of vesicle size (GO:0097494)	1.264131e-03	8.551847e-02	0	0	1.805560e+01	1.204917e+02	RIN3;RAB5A;AP2M1;PICALM
GO_Biological_Process_2021	synaptic vesicle budding (GO:0070142)	1.264131e-03	8.551847e-02	0	0	1.805560e+01	1.204917e+02	DNM3;AP3D1;DNM2;PICALM
GO_Biological_Process_2021	positive regulation of protein phosphorylation (GO:0001934)	1.292101e-03	8.597765e-02	0	0	1.822789e+00	1.212425e+01	APP;CDKN1A;RALB;FAXDC2;ITGB3;ILK;ARRB1;TXN;PARK7;RASGRP1;HDAC6;CRKL;CCND3;TBK1;RAP1A;PDCD10;PDGFC;LEPR;SNX9;SNCA;ACVR1;TGFB1;MMD;SPHK1;AKTIP;SH2D3C;OSM;PTPN11;PTK2;RAP2C;DAB2;SLCO3A1;BANK1;CALM3;TNIK;UBE2K;LAT
GO_Biological_Process_2021	regulation of epithelial cell migration (GO:0010632)	1.340974e-03	8.779055e-02	0	0	3.771430e+00	2.494559e+01	VIL1;PFN1;ADIPOR1;GLUL;HDAC6;CLASP1;PTK2;RAB11A;CORO1C;CLASP2
GO_Biological_Process_2021	glucose homeostasis (GO:0042593)	1.449062e-03	9.036990e-02	0	0	3.020128e+00	1.974209e+01	CEBPA;IRS1;WFS1;PARK7;PYGL;ADIPOR1;HK1;HK3;LEPR;INPP5K;LRRC8D;FFAR2;SOX4
GO_Biological_Process_2021	microvillus assembly (GO:0030033)	1.461326e-03	9.036990e-02	0	0	6.777473e+00	4.424613e+01	RAP1B;RAP2C;RAP1A;RAP2B;FXYD5;TNIK
GO_Biological_Process_2021	regulation of granulocyte chemotaxis (GO:0071622)	1.461326e-03	9.036990e-02	0	0	6.777473e+00	4.424613e+01	MPP1;AKIRIN1;CCL5;THBS1;PTK2;JAM3
GO_Biological_Process_2021	regulation of endocytosis (GO:0030100)	1.469429e-03	9.036990e-02	0	0	3.196728e+00	2.085188e+01	RUFY1;RAB4A;DAB2;CD151;SMPD1;SPHK1;AP2S1;PACSIN2;STON2;RAB5A;SNCA;PICALM
GO_Biological_Process_2021	endoplasmic reticulum membrane organization (GO:0090158)	1.624341e-03	9.516811e-02	0	0	9.032211e+00	5.801076e+01	VCPIP1;ARL6IP1;ATL1;LPCAT3;MOSPD3
GO_Biological_Process_2021	positive regulation of wound healing (GO:0090303)	1.662286e-03	9.516811e-02	0	0	4.522010e+00	2.893888e+01	ITGB1;KANK1;DMTN;SERPINE1;THBS1;PTK2;ACTG1;MYLK
GO_Biological_Process_2021	actin filament organization (GO:0007015)	1.674171e-03	9.516811e-02	0	0	2.243294e+00	1.434012e+01	SVIL;DMTN;GSN;TPM4;TPM3;FHOD1;ACTN1;TMOD3;TPM1;DSTN;RHOC;RHOBTB1;CD2AP;CORO1C;PPP1R9B;VIL1;SAMD14;FLNA;CORO7;GAS2L1;ALDOA
GO_Biological_Process_2021	canonical glycolysis (GO:0061621)	1.678286e-03	9.516811e-02	0	0	5.273522e+00	3.369771e+01	HK3;PKM;ENO2;ALDOA;GAPDH;PFKP;HK1
GO_Biological_Process_2021	glucose catabolic process to pyruvate (GO:0061718)	1.678286e-03	9.516811e-02	0	0	5.273522e+00	3.369771e+01	HK3;PKM;ENO2;ALDOA;GAPDH;PFKP;HK1
GO_Biological_Process_2021	inflammatory response (GO:0006954)	1.693483e-03	9.516811e-02	0	0	2.037572e+00	1.300168e+01	HDAC5;LY75;HMGB1;F11R;ITGAL;THBS1;RELA;PIK3CG;PRDX5;TBK1;TBXA2R;CCL5;APOL3;PTGDR;AFAP1L2;PTGIR;TGFB1;PLA2G4C;PPBP;TNFRSF1A;ADORA2A;TNFSF4;PTX3;MGLL;LAT;PF4
GO_Biological_Process_2021	cell junction organization (GO:0034330)	1.711572e-03	9.516811e-02	0	0	3.620279e+00	2.306242e+01	VASP;APP;TGFB1;ILK;FLNA;ACTB;ACTG1;SNCA;LIMS1;TJP2
GO_Biological_Process_2021	regulation of megakaryocyte differentiation (GO:0045652)	1.796758e-03	9.855462e-02	0	0	3.105140e+00	1.962999e+01	KMT2D;NFE2;KMT2A;FAXDC2;ITGA2B;WDR5;ASH2L;GP1BA;MYL9;THBS1;MTURN;PF4
GO_Biological_Process_2021	regulation of cell death (GO:0010941)	1.833674e-03	9.923843e-02	0	0	2.666146e+00	1.680054e+01	BNIP3L;BNIP3;PARK7;CLU;TBK1;WNT11;UBB;CCL5;ZC3H12A;VPS35;SRSF6;SOX4;NCK1;SLC25A24;SNCA
GO_Biological_Process_2021	positive regulation of protein-containing complex assembly (GO:0031334)	1.880080e-03	1.004111e-01	0	0	2.329992e+00	1.462406e+01	SH3GLB1;GSK3B;VCP;TGFB1;PLEK;RPA1;BRK1;ASAP1;PARK7;CHD1L;RHOC;CLU;RBX1;DDB2;RAP1B;TAL1;RPA3;PIEZO1;SNCA
GO_Biological_Process_2021	negative regulation of phosphorylation (GO:0042326)	1.973645e-03	1.040393e-01	0	0	2.757970e+00	1.717629e+01	CDKN2D;CDKN1A;CDKN2B;TGFB1;PARK7;DYNLL1;CRKL;CORO1C;ZC3H12A;FKBP8;INPP5K;CACTIN;FBP1;MEN1
GO_Biological_Process_2021	extracellular matrix organization (GO:0030198)	2.058279e-03	1.071097e-01	0	0	2.110212e+00	1.305353e+01	ITGB1;APP;SPARC;GSN;CD151;TGFB1;ITGA3;ITGB3;SERPINE1;ITGA2B;FURIN;F11R;ITGAL;THBS1;ADAM19;CAPNS1;CTSL;GFOD2;TIMP1;CAPN1;ELANE;JAM3;PLEC
GO_Biological_Process_2021	positive regulation of hydrolase activity (GO:0051345)	2.145936e-03	1.079897e-01	0	0	2.241047e+00	1.376939e+01	ITGB1;GSK3B;F11R;RASGRP2;RHOC;RASGRP1;SNX18;RAP1A;WNT11;TBC1D20;CCL5;RGS10;PKP4;SNX9;CALM3;RSU1;GNB5;MAPRE2;PICALM;LIMS1
GO_Biological_Process_2021	negative regulation of protein-containing complex assembly (GO:0031333)	2.160818e-03	1.079897e-01	0	0	3.480755e+00	2.136233e+01	GSK3B;PPM1A;RIOK3;HMGB1;PARK7;AIDA;CLU;SVIP;HDAC6;JAM3
GO_Biological_Process_2021	positive regulation of protein binding (GO:0032092)	2.181611e-03	1.079897e-01	0	0	3.018641e+00	1.849730e+01	FKBP1A;APP;GSK3B;CLDN5;RALB;EPB41;AKTIP;PKD1;SPPL3;B2M;MEN1;HIPK2
